id,title,inventor,grant_date,result_link
US-2021308561-A1,Systems and Methods for Establishing Direct Communication Between a Server System and a Video Game Controller ,Roelof Roderick Colenbrander,,https://patents.google.com/patent/US20210308561A1/en
US-2014349621-A1,Method and apparatus for facilitating a communication session ,"Jerome O. Vogedes, Dean E. Thorson, Mark Lemke",,https://patents.google.com/patent/US20140349621A1/en
US-2017171018-A1,Selective wi-fi calling router updates ,Samir Hodroj,,https://patents.google.com/patent/US20170171018A1/en
WO-2012037337-A1,Apparatus and method for providing internet protocol (ip) based services independent of platform or operating systems using ip multimedia subsystem (ims) ,Murali B. Bharadwaj,,https://patents.google.com/patent/WO2012037337A1/en
WO-2021086870-A1,Systems and methods for predicting and providing automated online chat assistance ,"Yu-Hsuan Kuo, Venkata Ramana Nadimpalli",,https://patents.google.com/patent/WO2021086870A1/en
US-2020112775-A1,Origination and Destination Based Routing ,"Arvind Kaushal, Jon Boone, Brett Sherman, Richard Wikoff, Jaime Jimenez",,https://patents.google.com/patent/US20200112775A1/en
US-8913101-B2,"Method, system, terminal, and server for transferring video call between access networks ","Hui Jin, Xiaoyan Duan",12/16/14,https://patents.google.com/patent/US8913101B2/en
EP-3768021-A1,Timer-initiated fallback ,"Hsin-Fu Henry Chiang, Zeeshan JAHANGIR",,https://patents.google.com/patent/EP3768021A1/en
WO-2017136959-A1,Multi-subscriber identity module (sim) connection sharing ,"Huichun LIU, MingKai Nan, Xipeng Zhu, Reza Shahidi, Jilei Hou",,https://patents.google.com/patent/WO2017136959A1/en
US-2015237300-A1,On Demand Experience Sharing for Wearable Computing Devices ,"Indika Charles Mendis, Maj Isabelle Olsson, Max Benjamin Braun",,https://patents.google.com/patent/US20150237300A1/en
US-2015173123-A1,Call Termination to a ICS User ,"Volker Luessem, Claudia Mayntz, Karl-Peter Ranke",,https://patents.google.com/patent/US20150173123A1/en
US-2007266161-A1,Methods and system for fast session establishment between equipment using h.324 and related telecommunications protocols ,"Brody Kenrick, Marwan Jabri, Robert Jongbloed, David Jack, Albert Wong",,https://patents.google.com/patent/US20070266161A1/en
US-2007280252-A1,System and method of realizing voice over internet protocol by means of digital enhanced cordless telecommunication ,Chih-Hsin Chuang,,https://patents.google.com/patent/US20070280252A1/en
US-2016262206-A1,"Communication system, communication method, relay device, and computer program product ","Hideki SHIRO, Takuya Imai, Kenichiro Morita, Shoh Nagamine",,https://patents.google.com/patent/US20160262206A1/en
WO-2016165418-A1,"Schedule synchronisation method, terminal, rcs system, and computer readable storage medium ",房稳,,https://patents.google.com/patent/WO2016165418A1/en
US-2021273981-A1,Method for establishing a communication connection which is suitable for transmitting media streams between a first rtc client and a second rtc client ,"Thomas Stach, Ernst Horvath, Johannes Winter",,https://patents.google.com/patent/US20210273981A1/en
WO-2015030458-A1,Apparatus and method for detecting abnormal call ,"Chae Tae Im, Joo Hyung Oh, Se Kwon Kim, Jun Hyung Cho, Bon Min Koo",,https://patents.google.com/patent/WO2015030458A1/en
US-2016255181-A1,Method and system for providing selective call execution based on user preferences ,"Natan Shaltiel, Dana Almagor, Guy Bar On, Lihi Gendelis",,https://patents.google.com/patent/US20160255181A1/en
US-2017017774-A1,"Systems and methods for medical dispensing, management and monitoring ",Brent M. Skoda,,https://patents.google.com/patent/US20170017774A1/en
WO-2022062623-A1,"Remote control method and apparatus, and device, and storage medium, and system ","杨昊, 刘飞",,https://patents.google.com/patent/WO2022062623A1/en
US-2007217430-A1,Method and system for initiating communications ,"Randall Baird, Parameswaran Kumarasamy, Manjunath Bangalore, Ryan Knotts, Kannan Murali",,https://patents.google.com/patent/US20070217430A1/en
US-2007280225-A1,Extended services and recommendations ,"Scott C. Forbes, David Milstein, Kuansan Wang, Linda Criddle, Lon-Chan Chu",,https://patents.google.com/patent/US20070280225A1/en
US-2010015980-A1,Mobile Terminal and Communication Method ,"Naoya Seta, Haruya Miyajima, Hideki Hayashi, Teruya Fujii",,https://patents.google.com/patent/US20100015980A1/en
US-2008165787-A1,Method for negotiating about the media stream packet time length ,"Peili XU, Peng Wang",,https://patents.google.com/patent/US20080165787A1/en
US-2009238168-A1,Communication node and method for handling sip communication ,"Dominic Lavoie, Stephan Goulet, Sebastien Trottier",,https://patents.google.com/patent/US20090238168A1/en
US-10645736-B2,Radio communication system and radio communication method ,"Takashi Koshimizu, Syed Husain, Malla Reddy Sama",5/5/20,https://patents.google.com/patent/US10645736B2/en
US-9137271-B2,"System for switching between communication devices, switching method, and switching program ",Masahiko Takahashi,9/15/15,https://patents.google.com/patent/US9137271B2/en
US-11374984-B2,Method and apparatus for providing media resources in a communication network ,"Lakshminarashimhan Naidu, Michael Taylor, Bernard Ku",6/28/22,https://patents.google.com/patent/US11374984B2/en
US-9294523-B2,Automatic future meeting scheduler based upon locations of meeting participants ,"RagHurama Bhat, Joseph Khouri, Biren Gandhi",3/22/16,https://patents.google.com/patent/US9294523B2/en
US-9148455-B2,Binding multiple addresses to a socket in a network system ,"Roy F Brabson, Alfred B Christensen, Constantinos Kassimis",9/29/15,https://patents.google.com/patent/US9148455B2/en
WO-2010043133-A1,Method and module for intelligent joining conference in multimedia conference service ,"金敬秀, 张浩军, 彭磊, 骆毅, 郑松",,https://patents.google.com/patent/WO2010043133A1/en
CN-109040177-A,A kind of old man based on emotional affection net accompanies and attends to method and system ,"彭宏, 林逸磊, 孟利民, 吴涛",,https://patents.google.com/patent/CN109040177A/en
JP-2020528189-A,Systems and methods for communicating between secure and unsecured devices using proxies ,"クリス・アレン, ポール・グレゴワール, トッド・アンダーソン, ラジープ・ラト, アンディ・ショールズ",,https://patents.google.com/patent/JP2020528189A/en
US-10599734-B2,Matchmaking video chatting partners ,"Sangil AHN, Kangsik Jung, Hyountaek YONG, Sangpil Yoon",3/24/20,https://patents.google.com/patent/US10599734B2/en
US-9756086-B1,Distributed connection management ,"Jason George Mchugh, Paul Francis Dean Ferraro",9/5/17,https://patents.google.com/patent/US9756086B1/en
US-10412123-B2,Session initiation for multimedia services ,"Steven A. Siegel, Leopold B. Strahs",9/10/19,https://patents.google.com/patent/US10412123B2/en
EP-2629484-A1,Resolving device specific identifiers to a user identifier to initiate a dialog establishment with devices of a user ,"Valentina Iqorevna Kramarenko, Boris Rozinov, Matthew David Douglas Williams, Swee Tuan Pang",,https://patents.google.com/patent/EP2629484A1/en
US-2016014164-A1,Mediation Of A Combined Asynchronous And Synchronous Communication Session ,"Jared Kashimba, Sai Rathnam",,https://patents.google.com/patent/US20160014164A1/en
CN-109257344-A,A kind of WebRTC Media Gateway and its interoperability methods based on Docker container technique ,殷焦元,,https://patents.google.com/patent/CN109257344A/en
US-2015317750-A1,Event and location based social networking system ,Marc N. Benhuri,,https://patents.google.com/patent/US20150317750A1/en
EP-3456028-B1,Internet protocol multimedia system session resurrection ,"Carl Williams, Ming Shan Kwok",8/5/20,https://patents.google.com/patent/EP3456028B1/en
US-10015217-B2,System and method for group participation in a digital media presentation ,"Chris Varenhorst, Daniel KLUESING",7/3/18,https://patents.google.com/patent/US10015217B2/en
US-2014095690-A1,Real time rules engine for policies orchestration in a mobile telecommunications network ,"Daniel Saker, Shishir Modi, T. J. Ivinjack",,https://patents.google.com/patent/US20140095690A1/en
US-8077704-B2,Web service assisted real-time session peering between enterprise VoIP networks via internet ,"Aihao Yin, Yifei Lin",12/13/11,https://patents.google.com/patent/US8077704B2/en
CN-107204983-B,System for wind power plant SCADA system safety data transmission based on SIP protocol ,"周卫斌, 李妮, 赵子龙, 游国栋, 曲志刚",9/8/20,https://patents.google.com/patent/CN107204983B/en
CN-109658736-A,"A kind of parking lot cloud control method, server and system ","戴巍, 安齐男, 任兆强, 王志强",,https://patents.google.com/patent/CN109658736A/en
US-8392581-B2,Intelligent IMS SIP session setup optimization ,"Samir AIT-AMEUR, Emerando M Delos Reyes, Imtiyaz Shaikh",3/5/13,https://patents.google.com/patent/US8392581B2/en
US-2015163262-A1,Auto-launch of audio/video conference ,"Judith H. Bank, Liam Harpur, Lin Sun, Ruthie D. Lyle, Patrick J. O'Sullivan",,https://patents.google.com/patent/US20150163262A1/en
US-2015215345-A1,Path selection using tcp handshake in a multipath environment ,Kanak B. Agarwal,,https://patents.google.com/patent/US20150215345A1/en
KR-101154660-B1,Architecture and method of call routing based on session initiation protocol presence information ,"매튜 번클리 트래버단, 머래리다르 실램, 케리 라몬트 홀리, 스리 라마나단",7/10/12,https://patents.google.com/patent/KR101154660B1/en
US-9015344-B2,"Method, apparatus and system for managing private network remotely using session initiation protocol ",Yun-Seok Jang,4/21/15,https://patents.google.com/patent/US9015344B2/en
US-2016380933-A1,System and method for providing crowd-based technical support to smartphone users ,"Dimitrios Topaltzas, Amit Malhotra, Ghazanfar Khan Ghori, Fisnik Shpuza, Cary Scott, Sarib Rahman Mahmood",,https://patents.google.com/patent/US20160380933A1/en
US-2016350061-A1,Remote rendering from a source device to a sink device ,"Tyler TURNER, Vijay Naicker Subramaniam",,https://patents.google.com/patent/US20160350061A1/en
US-9680736-B2,Mixed media call routing ,Ameel Kamboh,6/13/17,https://patents.google.com/patent/US9680736B2/en
EP-2096822-A2,Voice call communication switching system ,"Naotoshi Watanabe, Shuhei Osako",,https://patents.google.com/patent/EP2096822A2/en
CN-109995953-A,A kind of system and method for intelligence electricity pin ,"陈涛, 吴梦溪, 陈炳轩, 李发成, 翁汪木, 苏坚生, 罗杰",,https://patents.google.com/patent/CN109995953A/en
WO-2012075970-A1,"Method, device and system for obtaining media content ","欧雄兵, 陈寒冰",,https://patents.google.com/patent/WO2012075970A1/en
US-8660551-B2,Look-ahead capability determination via device profiles ,"Timothy M. Dwight, Paul T. Schultz, Martin W. MCKEE",2/25/14,https://patents.google.com/patent/US8660551B2/en
US-2010250755-A1,"Methods, Systems, And Computer Program Products For Establishing A Shared Browsing Session Between A User Of A Web Browser With A User Of Another Web Browser ",Robert P. Morris,,https://patents.google.com/patent/US20100250755A1/en
US-2011295943-A1,Data processing system and method ,"Xavier Peuziat, Olivier Bertin, Frederic Huve",,https://patents.google.com/patent/US20110295943A1/en
CN-109510714-B,"Conference invitation method, resource allocation method and device in instant messaging ","黄珊珊, 贺啸",2/25/22,https://patents.google.com/patent/CN109510714B/en
US-2017005829-A1,"Communication system, management server, and recording medium ",Takahiro KOUNO,,https://patents.google.com/patent/US20170005829A1/en
WO-2018059209-A1,"Multi-party video conference control method, apparatus and conference video server ",高扬,,https://patents.google.com/patent/WO2018059209A1/en
US-8638656-B2,Method and apparatus for routing calls to an alternative endpoint during network disruptions ,"Marian Croak, Hossein Eslambolchi",1/28/14,https://patents.google.com/patent/US8638656B2/en
US-9774824-B1,"System, method, and logic for managing virtual conferences involving multiple endpoints ","Finbarr Andrew Brady, Shane Martin Hannon, Austin Keogh",9/26/17,https://patents.google.com/patent/US9774824B1/en
US-2019297119-A1,Establishing direct secure connection between collaboration devices in a room or space ,"Vikas Vashisht, Pandit Panburana",,https://patents.google.com/patent/US20190297119A1/en
EP-3504847-B1,Methods and apparatus for providing traffic forwarder via dynamic overlay network ,Pawan Uberoy,6/15/22,https://patents.google.com/patent/EP3504847B1/en
US-9762626-B2,System and method for as needed connection escalation ,"Carolyn Duby, Mark B. King, Arie LeDell, Elchanan Oren, Michael Vincent",9/12/17,https://patents.google.com/patent/US9762626B2/en
WO-2012152041-A1,Multimedia message transmission method and device ,"陶伟成, 卢艳, 陈军",,https://patents.google.com/patent/WO2012152041A1/en
EP-3223484-A1,Terminal and terminal call soft switching method ,"Jianing LI, Xiaoyan Wang, Jianlong Zhang",,https://patents.google.com/patent/EP3223484A1/en
